P_ID,Timestamp,Version,Ihl,Tos,Len,Flags,Frag,Ttl,Proto,Chksum,Src,Dst,Sport,Dport,Seq,Ack,Dataofs,Reserved,Tflags,Tproto,Window,Tchksum,Urgptr,Label
158,1706300993.739000,4,5,0,56,-1,0,128,17,8698,10.0.2.15,10.0.2.15,52106,53,,,,,,0,,,,0
159,1706300993.795000,4,5,0,72,-1,0,128,17,8681,10.0.2.15,10.0.2.15,53,52106,,,,,,0,,,,0
18310,1706300993.813000,4,5,0,52,2,0,128,6,58547,10.0.2.15,192.0.2.123,50383,443,3728627528,0,8,0,-1,1,65535,42100,0,0
18310,1706300993.813000,4,5,0,52,2,0,128,6,39712,10.0.2.15,10.0.2.15,50383,443,3728627528,0,8,0,-1,1,65535,23265,0,0
160,1706300993.813000,4,5,0,52,2,0,128,6,57862,10.0.2.15,10.0.2.15,443,50383,1996998772,3728627529,8,0,-1,1,65535,8496,0,0
160,1706300993.813000,4,5,0,52,2,0,128,6,11162,192.0.2.123,10.0.2.15,443,50383,1996998772,3728627529,8,0,-1,1,65535,27331,0,0
18311,1706300993.813000,4,5,0,40,2,0,128,6,58558,10.0.2.15,192.0.2.123,50383,443,3728627529,1996998773,5,0,-1,1,1024,41402,0,0
18311,1706300993.813000,4,5,0,40,2,0,128,6,39723,10.0.2.15,10.0.2.15,50383,443,3728627529,1996998773,5,0,-1,1,1024,22567,0,0
18312,1706300993.839000,4,5,0,235,2,0,128,6,58362,10.0.2.15,192.0.2.123,50383,443,3728627529,1996998773,5,0,1,1,1024,4359,0,1
18312,1706300993.839000,4,5,0,235,2,0,128,6,39527,10.0.2.15,10.0.2.15,50383,443,3728627529,1996998773,5,0,1,1,1024,51059,0,1
161,1706300993.839000,4,5,0,40,2,0,128,6,57873,10.0.2.15,10.0.2.15,443,50383,1996998773,3728627724,5,0,-1,1,1025,22371,0,0
161,1706300993.839000,4,5,0,40,2,0,128,6,11173,192.0.2.123,10.0.2.15,443,50383,1996998773,3728627724,5,0,-1,1,1025,41206,0,0
162,1706300993.839000,4,5,0,889,2,0,128,6,57023,10.0.2.15,10.0.2.15,443,50383,1996998773,3728627724,5,0,1,1,1025,40860,0,1
162,1706300993.839000,4,5,0,889,2,0,128,6,10323,192.0.2.123,10.0.2.15,443,50383,1996998773,3728627724,5,0,1,1,1025,59695,0,1
18313,1706300993.839000,4,5,0,40,2,0,128,6,58556,10.0.2.15,192.0.2.123,50383,443,3728627724,1996999622,5,0,-1,1,1020,40362,0,0
18313,1706300993.839000,4,5,0,40,2,0,128,6,39721,10.0.2.15,10.0.2.15,50383,443,3728627724,1996999622,5,0,-1,1,1020,21527,0,0
18314,1706300993.955000,4,5,0,40,2,0,128,6,58555,10.0.2.15,192.0.2.123,50383,443,3728627724,1996999622,5,0,-1,1,1020,40361,0,0
18314,1706300993.955000,4,5,0,40,2,0,128,6,39720,10.0.2.15,10.0.2.15,50383,443,3728627724,1996999622,5,0,-1,1,1020,21526,0,0
163,1706300993.955000,4,5,0,40,2,0,128,6,57871,10.0.2.15,10.0.2.15,443,50383,1996999622,3728627725,5,0,-1,1,1025,21521,0,0
163,1706300993.955000,4,5,0,40,2,0,128,6,11171,192.0.2.123,10.0.2.15,443,50383,1996999622,3728627725,5,0,-1,1,1025,40356,0,0
164,1706300993.955000,4,5,0,40,2,0,128,6,57870,10.0.2.15,10.0.2.15,443,50383,1996999622,3728627725,5,0,-1,1,1025,21520,0,0
164,1706300993.955000,4,5,0,40,2,0,128,6,11170,192.0.2.123,10.0.2.15,443,50383,1996999622,3728627725,5,0,-1,1,1025,40355,0,0
18315,1706300993.955000,4,5,0,40,2,0,128,6,58554,10.0.2.15,192.0.2.123,50383,443,3728627725,1996999623,5,0,-1,1,1020,40360,0,0
18315,1706300993.955000,4,5,0,40,2,0,128,6,39719,10.0.2.15,10.0.2.15,50383,443,3728627725,1996999623,5,0,-1,1,1020,21525,0,0
165,1706300999.491000,4,5,0,57,-1,0,128,17,8690,10.0.2.15,10.0.2.15,50703,53,,,,,,0,,,,0
166,1706300999.569000,4,5,0,73,-1,0,128,17,8673,10.0.2.15,10.0.2.15,53,50703,,,,,,0,,,,0
18316,1706300999.646000,4,5,0,52,2,0,128,6,58541,10.0.2.15,192.0.2.123,50384,443,1474384155,0,8,0,-1,1,65535,12542,0,0
18316,1706300999.646000,4,5,0,52,2,0,128,6,39706,10.0.2.15,10.0.2.15,50384,443,1474384155,0,8,0,-1,1,65535,59242,0,0
167,1706300999.646000,4,5,0,52,2,0,128,6,57855,10.0.2.15,10.0.2.15,443,50384,91003083,1474384156,8,0,-1,1,65535,20222,0,0
167,1706300999.646000,4,5,0,52,2,0,128,6,11155,192.0.2.123,10.0.2.15,443,50384,91003083,1474384156,8,0,-1,1,65535,39057,0,0
18317,1706300999.646000,4,5,0,40,2,0,128,6,58552,10.0.2.15,192.0.2.123,50384,443,1474384156,91003084,5,0,-1,1,1024,53128,0,0
18317,1706300999.646000,4,5,0,40,2,0,128,6,39717,10.0.2.15,10.0.2.15,50384,443,1474384156,91003084,5,0,-1,1,1024,34293,0,0
18318,1706300999.697000,4,5,0,236,2,0,128,6,58355,10.0.2.15,192.0.2.123,50384,443,1474384156,91003084,5,0,1,1,1024,23577,0,1
18318,1706300999.697000,4,5,0,236,2,0,128,6,39520,10.0.2.15,10.0.2.15,50384,443,1474384156,91003084,5,0,1,1,1024,4742,0,1
168,1706300999.697000,4,5,0,40,2,0,128,6,57866,10.0.2.15,10.0.2.15,443,50384,91003084,1474384352,5,0,-1,1,1025,34096,0,0
168,1706300999.716000,4,5,0,40,2,0,128,6,11166,192.0.2.123,10.0.2.15,443,50384,91003084,1474384352,5,0,-1,1,1025,52931,0,0
169,1706300999.716000,4,5,0,889,2,0,128,6,57016,10.0.2.15,10.0.2.15,443,50384,91003084,1474384352,5,0,1,1,1025,32309,0,1
169,1706300999.716000,4,5,0,889,2,0,128,6,10316,192.0.2.123,10.0.2.15,443,50384,91003084,1474384352,5,0,1,1,1025,51144,0,1
18319,1706300999.742000,4,5,0,40,2,0,128,6,58550,10.0.2.15,192.0.2.123,50384,443,1474384352,91003933,5,0,-1,1,1020,52087,0,0
18319,1706300999.742000,4,5,0,40,2,0,128,6,39715,10.0.2.15,10.0.2.15,50384,443,1474384352,91003933,5,0,-1,1,1020,33252,0,0
18320,1706300999.742000,4,5,0,40,2,0,128,6,58549,10.0.2.15,192.0.2.123,50384,443,1474384352,91003933,5,0,-1,1,1020,52086,0,0
18320,1706300999.742000,4,5,0,40,2,0,128,6,39714,10.0.2.15,10.0.2.15,50384,443,1474384352,91003933,5,0,-1,1,1020,33251,0,0
170,1706300999.742000,4,5,0,40,2,0,128,6,57864,10.0.2.15,10.0.2.15,443,50384,91003933,1474384353,5,0,-1,1,1025,33246,0,0
170,1706300999.742000,4,5,0,40,2,0,128,6,11164,192.0.2.123,10.0.2.15,443,50384,91003933,1474384353,5,0,-1,1,1025,52081,0,0
171,1706300999.742000,4,5,0,40,2,0,128,6,57863,10.0.2.15,10.0.2.15,443,50384,91003933,1474384353,5,0,-1,1,1025,33245,0,0
171,1706300999.742000,4,5,0,40,2,0,128,6,11163,192.0.2.123,10.0.2.15,443,50384,91003933,1474384353,5,0,-1,1,1025,52080,0,0
18321,1706300999.742000,4,5,0,40,2,0,128,6,58548,10.0.2.15,192.0.2.123,50384,443,1474384353,91003934,5,0,-1,1,1020,52085,0,0
18321,1706300999.742000,4,5,0,40,2,0,128,6,39713,10.0.2.15,10.0.2.15,50384,443,1474384353,91003934,5,0,-1,1,1020,33250,0,0
172,1706301025.601000,4,5,0,62,-1,0,128,17,8678,10.0.2.15,10.0.2.15,61115,53,,,,,,0,,,,0
173,1706301025.606000,4,5,0,78,-1,0,128,17,8661,10.0.2.15,10.0.2.15,53,61115,,,,,,0,,,,0
174,1706301025.606000,4,5,0,62,-1,0,128,17,8676,10.0.2.15,10.0.2.15,54012,53,,,,,,0,,,,0
175,1706301025.606000,4,5,0,78,-1,0,128,17,8659,10.0.2.15,10.0.2.15,53,54012,,,,,,0,,,,0
18322,1706301025.606000,4,5,0,52,2,0,128,6,58535,10.0.2.15,192.0.2.123,50385,80,2426512776,0,8,0,-1,1,64240,43593,0,0
18322,1706301025.606000,4,5,0,52,2,0,128,6,39700,10.0.2.15,10.0.2.15,50385,80,2426512776,0,8,0,-1,1,64240,24758,0,0
176,1706301025.606000,4,5,0,52,2,0,128,6,57846,10.0.2.15,10.0.2.15,80,50385,4240153686,2426512777,8,0,-1,1,65535,51295,0,0
176,1706301025.606000,4,5,0,52,2,0,128,6,11146,192.0.2.123,10.0.2.15,80,50385,4240153686,2426512777,8,0,-1,1,65535,4595,0,0
18323,1706301025.606000,4,5,0,40,2,0,128,6,58546,10.0.2.15,192.0.2.123,50385,80,2426512777,4240153687,5,0,-1,1,1026,18664,0,0
18323,1706301025.606000,4,5,0,40,2,0,128,6,39711,10.0.2.15,10.0.2.15,50385,80,2426512777,4240153687,5,0,-1,1,1026,65364,0,0
18324,1706301025.606000,4,5,0,170,2,0,128,6,58415,10.0.2.15,192.0.2.123,50385,80,2426512777,4240153687,5,0,1,1,1026,55224,0,1
18324,1706301025.606000,4,5,0,170,2,0,128,6,39580,10.0.2.15,10.0.2.15,50385,80,2426512777,4240153687,5,0,1,1,1026,36389,0,1
177,1706301025.606000,4,5,0,40,2,0,128,6,57857,10.0.2.15,10.0.2.15,80,50385,4240153687,2426512907,5,0,-1,1,1026,65234,0,0
177,1706301025.606000,4,5,0,40,2,0,128,6,11157,192.0.2.123,10.0.2.15,80,50385,4240153687,2426512907,5,0,-1,1,1026,18534,0,0
178,1706301025.606000,4,5,0,57,2,0,128,6,57839,10.0.2.15,10.0.2.15,80,50385,4240153687,2426512907,5,0,1,1,1026,16117,0,1
178,1706301025.606000,4,5,0,57,2,0,128,6,11139,192.0.2.123,10.0.2.15,80,50385,4240153687,2426512907,5,0,1,1,1026,34952,0,1
179,1706301025.606000,4,5,0,1500,2,0,128,6,56395,10.0.2.15,10.0.2.15,80,50385,4240153704,2426512907,5,0,1,1,1026,5250,0,1
179,1706301025.606000,4,5,0,1500,2,0,128,6,9695,192.0.2.123,10.0.2.15,80,50385,4240153704,2426512907,5,0,1,1,1026,24085,0,1
180,1706301025.606000,4,5,0,133,2,0,128,6,57761,10.0.2.15,10.0.2.15,80,50385,4240155164,2426512907,5,0,1,1,1026,31651,0,1
180,1706301025.606000,4,5,0,133,2,0,128,6,11061,192.0.2.123,10.0.2.15,80,50385,4240155164,2426512907,5,0,1,1,1026,50486,0,1
181,1706301025.631000,4,5,0,40,2,0,128,6,57853,10.0.2.15,10.0.2.15,80,50385,4240155257,2426512907,5,0,-1,1,1026,63663,0,0
181,1706301025.631000,4,5,0,40,2,0,128,6,11153,192.0.2.123,10.0.2.15,80,50385,4240155257,2426512907,5,0,-1,1,1026,16963,0,0
18325,1706301025.631000,4,5,0,40,2,0,128,6,58544,10.0.2.15,192.0.2.123,50385,80,2426512907,4240155164,5,0,-1,1,1026,17057,0,0
18325,1706301025.640000,4,5,0,40,2,0,128,6,39709,10.0.2.15,10.0.2.15,50385,80,2426512907,4240155164,5,0,-1,1,1026,63757,0,0
18326,1706301025.640000,4,5,0,40,2,0,128,6,58543,10.0.2.15,192.0.2.123,50385,80,2426512907,4240155257,5,0,-1,1,1026,16963,0,0
18326,1706301025.640000,4,5,0,40,2,0,128,6,39708,10.0.2.15,10.0.2.15,50385,80,2426512907,4240155257,5,0,-1,1,1026,63663,0,0
18327,1706301025.640000,4,5,0,40,2,0,128,6,58542,10.0.2.15,192.0.2.123,50385,80,2426512908,4240155258,5,0,-1,1,1026,16962,0,0
18327,1706301025.640000,4,5,0,40,2,0,128,6,39707,10.0.2.15,10.0.2.15,50385,80,2426512908,4240155258,5,0,-1,1,1026,63662,0,0
182,1706301025.640000,4,5,0,40,2,0,128,6,57852,10.0.2.15,10.0.2.15,80,50385,4240155258,2426512908,5,0,-1,1,1026,63662,0,0
182,1706301025.640000,4,5,0,40,2,0,128,6,11152,192.0.2.123,10.0.2.15,80,50385,4240155258,2426512908,5,0,-1,1,1026,16962,0,0
183,1706301025.640000,4,5,0,62,-1,0,128,17,8667,10.0.2.15,10.0.2.15,55371,53,,,,,,0,,,,0
184,1706301025.683000,4,5,0,78,-1,0,128,17,8650,10.0.2.15,10.0.2.15,53,55371,,,,,,0,,,,0
185,1706301031.573000,4,5,0,56,-1,0,128,17,8671,10.0.2.15,10.0.2.15,54891,53,,,,,,0,,,,0
186,1706301031.573000,4,5,0,72,-1,0,128,17,8654,10.0.2.15,10.0.2.15,53,54891,,,,,,0,,,,0
18328,1706301031.573000,4,5,0,52,2,0,128,6,58529,10.0.2.15,192.0.2.123,50386,443,4068371795,0,8,0,-1,1,65535,31270,0,0
18328,1706301031.573000,4,5,0,52,2,0,128,6,39694,10.0.2.15,10.0.2.15,50386,443,4068371795,0,8,0,-1,1,65535,12435,0,0
187,1706301031.573000,4,5,0,52,2,0,128,6,57835,10.0.2.15,10.0.2.15,443,50386,593992500,4068371796,8,0,-1,1,65535,30658,0,0
187,1706301031.573000,4,5,0,52,2,0,128,6,11135,192.0.2.123,10.0.2.15,443,50386,593992500,4068371796,8,0,-1,1,65535,49493,0,0
18329,1706301031.573000,4,5,0,40,2,0,128,6,58540,10.0.2.15,192.0.2.123,50386,443,4068371796,593992501,5,0,-1,1,1024,63564,0,0
18329,1706301031.573000,4,5,0,40,2,0,128,6,39705,10.0.2.15,10.0.2.15,50386,443,4068371796,593992501,5,0,-1,1,1024,44729,0,0
18330,1706301031.573000,4,5,0,235,2,0,128,6,58344,10.0.2.15,192.0.2.123,50386,443,4068371796,593992501,5,0,1,1,1024,52898,0,1
18330,1706301031.573000,4,5,0,235,2,0,128,6,39509,10.0.2.15,10.0.2.15,50386,443,4068371796,593992501,5,0,1,1,1024,34063,0,1
188,1706301031.573000,4,5,0,40,2,0,128,6,57846,10.0.2.15,10.0.2.15,443,50386,593992501,4068371991,5,0,-1,1,1025,44533,0,0
188,1706301031.573000,4,5,0,40,2,0,128,6,11146,192.0.2.123,10.0.2.15,443,50386,593992501,4068371991,5,0,-1,1,1025,63368,0,0
189,1706301031.573000,4,5,0,889,2,0,128,6,56996,10.0.2.15,10.0.2.15,443,50386,593992501,4068371991,5,0,1,1,1025,56478,0,1
189,1706301031.573000,4,5,0,889,2,0,128,6,10296,192.0.2.123,10.0.2.15,443,50386,593992501,4068371991,5,0,1,1,1025,9778,0,1
18331,1706301031.573000,4,5,0,40,2,0,128,6,58538,10.0.2.15,192.0.2.123,50386,443,4068371991,593993350,5,0,-1,1,1020,62524,0,0
18331,1706301031.573000,4,5,0,40,2,0,128,6,39703,10.0.2.15,10.0.2.15,50386,443,4068371991,593993350,5,0,-1,1,1020,43689,0,0
18332,1706301031.621000,4,5,0,40,2,0,128,6,58537,10.0.2.15,192.0.2.123,50386,443,4068371991,593993350,5,0,-1,1,1020,62523,0,0
18332,1706301031.621000,4,5,0,40,2,0,128,6,39702,10.0.2.15,10.0.2.15,50386,443,4068371991,593993350,5,0,-1,1,1020,43688,0,0
190,1706301031.621000,4,5,0,40,2,0,128,6,57844,10.0.2.15,10.0.2.15,443,50386,593993350,4068371992,5,0,-1,1,1025,43683,0,0
190,1706301031.621000,4,5,0,40,2,0,128,6,11144,192.0.2.123,10.0.2.15,443,50386,593993350,4068371992,5,0,-1,1,1025,62518,0,0
191,1706301031.621000,4,5,0,40,2,0,128,6,57843,10.0.2.15,10.0.2.15,443,50386,593993350,4068371992,5,0,-1,1,1025,43682,0,0
191,1706301031.621000,4,5,0,40,2,0,128,6,11143,192.0.2.123,10.0.2.15,443,50386,593993350,4068371992,5,0,-1,1,1025,62517,0,0
18333,1706301031.621000,4,5,0,40,2,0,128,6,58536,10.0.2.15,192.0.2.123,50386,443,4068371992,593993351,5,0,-1,1,1020,62522,0,0
18333,1706301031.621000,4,5,0,40,2,0,128,6,39701,10.0.2.15,10.0.2.15,50386,443,4068371992,593993351,5,0,-1,1,1020,43687,0,0
192,1706301069.731000,4,5,0,82,-1,0,128,17,8638,10.0.2.15,10.0.2.15,62939,53,,,,,,0,,,,0
193,1706301069.731000,4,5,0,98,-1,0,128,17,8621,10.0.2.15,10.0.2.15,53,62939,,,,,,0,,,,0
18334,1706301069.731000,4,5,0,52,2,0,128,6,58523,10.0.2.15,192.0.2.123,50387,443,2397684383,0,8,0,-1,1,64240,36221,0,0
18334,1706301069.731000,4,5,0,52,2,0,128,6,39688,10.0.2.15,10.0.2.15,50387,443,2397684383,0,8,0,-1,1,64240,17386,0,0
194,1706301069.731000,4,5,0,52,2,0,128,6,57828,10.0.2.15,10.0.2.15,443,50387,1212492877,2397684384,8,0,-1,1,65535,53267,0,0
194,1706301069.731000,4,5,0,52,2,0,128,6,11128,192.0.2.123,10.0.2.15,443,50387,1212492877,2397684384,8,0,-1,1,65535,6567,0,0
18335,1706301069.731000,4,5,0,40,2,0,128,6,58534,10.0.2.15,192.0.2.123,50387,443,2397684384,1212492878,5,0,-1,1,1026,20636,0,0
18335,1706301069.731000,4,5,0,40,2,0,128,6,39699,10.0.2.15,10.0.2.15,50387,443,2397684384,1212492878,5,0,-1,1,1026,1801,0,0
18336,1706301069.731000,4,5,0,261,2,0,128,6,58312,10.0.2.15,192.0.2.123,50387,443,2397684384,1212492878,5,0,1,1,1026,10769,0,1
18336,1706301069.731000,4,5,0,261,2,0,128,6,39477,10.0.2.15,10.0.2.15,50387,443,2397684384,1212492878,5,0,1,1,1026,57469,0,1
195,1706301069.731000,4,5,0,40,2,0,128,6,57839,10.0.2.15,10.0.2.15,443,50387,1212492878,2397684605,5,0,-1,1,1025,1581,0,0
195,1706301069.731000,4,5,0,40,2,0,128,6,11139,192.0.2.123,10.0.2.15,443,50387,1212492878,2397684605,5,0,-1,1,1025,20416,0,0
196,1706301069.731000,4,5,0,889,2,0,128,6,56989,10.0.2.15,10.0.2.15,443,50387,1212492878,2397684605,5,0,1,1,1025,59606,0,1
196,1706301069.731000,4,5,0,889,2,0,128,6,10289,192.0.2.123,10.0.2.15,443,50387,1212492878,2397684605,5,0,1,1,1025,12906,0,1
18337,1706301069.731000,4,5,0,358,2,0,128,6,58214,10.0.2.15,192.0.2.123,50387,443,2397684605,1212493727,5,0,1,1,1023,62146,0,1
18337,1706301069.731000,4,5,0,358,2,0,128,6,39379,10.0.2.15,10.0.2.15,50387,443,2397684605,1212493727,5,0,1,1,1023,43311,0,1
197,1706301069.731000,4,5,0,40,2,0,128,6,57837,10.0.2.15,10.0.2.15,443,50387,1212493727,2397684923,5,0,-1,1,1024,415,0,0
197,1706301069.731000,4,5,0,40,2,0,128,6,11137,192.0.2.123,10.0.2.15,443,50387,1212493727,2397684923,5,0,-1,1,1024,19250,0,0
198,1706301069.731000,4,5,0,314,2,0,128,6,57562,10.0.2.15,10.0.2.15,443,50387,1212493727,2397684923,5,0,1,1,1024,2381,0,1
198,1706301069.731000,4,5,0,314,2,0,128,6,10862,192.0.2.123,10.0.2.15,443,50387,1212493727,2397684923,5,0,1,1,1024,21216,0,1
18338,1706301069.761000,4,5,0,40,2,0,128,6,58531,10.0.2.15,192.0.2.123,50387,443,2397684923,1212494001,5,0,-1,1,1022,18977,0,0
18338,1706301069.761000,4,5,0,40,2,0,128,6,39696,10.0.2.15,10.0.2.15,50387,443,2397684923,1212494001,5,0,-1,1,1022,142,0,0
199,1706301069.761000,4,5,0,40,2,0,128,6,57835,10.0.2.15,10.0.2.15,443,50387,1212494001,2397684924,5,0,-1,1,1024,140,0,0
199,1706301069.761000,4,5,0,40,2,0,128,6,11135,192.0.2.123,10.0.2.15,443,50387,1212494001,2397684924,5,0,-1,1,1024,18975,0,0
200,1706301069.761000,4,5,0,40,2,0,128,6,57834,10.0.2.15,10.0.2.15,443,50387,1212494001,2397684924,5,0,-1,1,1024,139,0,0
200,1706301069.761000,4,5,0,40,2,0,128,6,11134,192.0.2.123,10.0.2.15,443,50387,1212494001,2397684924,5,0,-1,1,1024,18974,0,0
18339,1706301069.761000,4,5,0,40,2,0,128,6,58530,10.0.2.15,192.0.2.123,50387,443,2397684924,1212494002,5,0,-1,1,1022,18976,0,0
18339,1706301069.761000,4,5,0,40,2,0,128,6,39695,10.0.2.15,10.0.2.15,50387,443,2397684924,1212494002,5,0,-1,1,1022,141,0,0
201,1706301069.761000,4,5,0,81,-1,0,128,17,8630,10.0.2.15,10.0.2.15,59402,53,,,,,,0,,,,0
202,1706301069.796000,4,5,0,97,-1,0,128,17,8613,10.0.2.15,10.0.2.15,53,59402,,,,,,0,,,,0
18340,1706301069.796000,4,5,0,52,2,0,128,6,58517,10.0.2.15,192.0.2.123,50388,443,4140692373,0,8,0,-1,1,64240,62625,0,0
18340,1706301069.823000,4,5,0,52,2,0,128,6,39682,10.0.2.15,10.0.2.15,50388,443,4140692373,0,8,0,-1,1,64240,43790,0,0
203,1706301069.823000,4,5,0,52,2,0,128,6,57819,10.0.2.15,10.0.2.15,443,50388,2103465554,4140692374,8,0,-1,1,65535,55319,0,0
203,1706301069.823000,4,5,0,52,2,0,128,6,11119,192.0.2.123,10.0.2.15,443,50388,2103465554,4140692374,8,0,-1,1,65535,8619,0,0
18341,1706301069.823000,4,5,0,40,2,0,128,6,58528,10.0.2.15,192.0.2.123,50388,443,4140692374,2103465555,5,0,-1,1,1026,22688,0,0
18341,1706301069.823000,4,5,0,40,2,0,128,6,39693,10.0.2.15,10.0.2.15,50388,443,4140692374,2103465555,5,0,-1,1,1026,3853,0,0
18342,1706301069.823000,4,5,0,260,2,0,128,6,58307,10.0.2.15,192.0.2.123,50388,443,4140692374,2103465555,5,0,1,1,1026,11810,0,1
18342,1706301069.823000,4,5,0,260,2,0,128,6,39472,10.0.2.15,10.0.2.15,50388,443,4140692374,2103465555,5,0,1,1,1026,58510,0,1
204,1706301069.823000,4,5,0,40,2,0,128,6,57830,10.0.2.15,10.0.2.15,443,50388,2103465555,4140692594,5,0,-1,1,1025,3634,0,0
204,1706301069.823000,4,5,0,40,2,0,128,6,11130,192.0.2.123,10.0.2.15,443,50388,2103465555,4140692594,5,0,-1,1,1025,22469,0,0
205,1706301069.823000,4,5,0,889,2,0,128,6,56980,10.0.2.15,10.0.2.15,443,50388,2103465555,4140692594,5,0,1,1,1025,40688,0,1
205,1706301069.823000,4,5,0,889,2,0,128,6,10280,192.0.2.123,10.0.2.15,443,50388,2103465555,4140692594,5,0,1,1,1025,59523,0,1
18343,1706301069.823000,4,5,0,358,2,0,128,6,58208,10.0.2.15,192.0.2.123,50388,443,4140692594,2103466404,5,0,1,1,1023,44520,0,1
18343,1706301069.823000,4,5,0,358,2,0,128,6,39373,10.0.2.15,10.0.2.15,50388,443,4140692594,2103466404,5,0,1,1,1023,25685,0,1
206,1706301069.823000,4,5,0,40,2,0,128,6,57828,10.0.2.15,10.0.2.15,443,50388,2103466404,4140692912,5,0,-1,1,1024,2468,0,0
206,1706301069.823000,4,5,0,40,2,0,128,6,11128,192.0.2.123,10.0.2.15,443,50388,2103466404,4140692912,5,0,-1,1,1024,21303,0,0
207,1706301069.823000,4,5,0,314,2,0,128,6,57553,10.0.2.15,10.0.2.15,443,50388,2103466404,4140692912,5,0,1,1,1024,12259,0,1
207,1706301069.823000,4,5,0,314,2,0,128,6,10853,192.0.2.123,10.0.2.15,443,50388,2103466404,4140692912,5,0,1,1,1024,31094,0,1
18344,1706301069.823000,4,5,0,40,2,0,128,6,58525,10.0.2.15,192.0.2.123,50388,443,4140692912,2103466678,5,0,-1,1,1022,21030,0,0
18344,1706301069.862000,4,5,0,40,2,0,128,6,39690,10.0.2.15,10.0.2.15,50388,443,4140692912,2103466678,5,0,-1,1,1022,2195,0,0
208,1706301069.872000,4,5,0,40,2,0,128,6,57826,10.0.2.15,10.0.2.15,443,50388,2103466678,4140692913,5,0,-1,1,1024,2193,0,0
208,1706301069.872000,4,5,0,40,2,0,128,6,11126,192.0.2.123,10.0.2.15,443,50388,2103466678,4140692913,5,0,-1,1,1024,21028,0,0
209,1706301069.872000,4,5,0,40,2,0,128,6,57825,10.0.2.15,10.0.2.15,443,50388,2103466678,4140692913,5,0,-1,1,1024,2192,0,0
209,1706301069.872000,4,5,0,40,2,0,128,6,11125,192.0.2.123,10.0.2.15,443,50388,2103466678,4140692913,5,0,-1,1,1024,21027,0,0
18345,1706301069.872000,4,5,0,40,2,0,128,6,58524,10.0.2.15,192.0.2.123,50388,443,4140692913,2103466679,5,0,-1,1,1022,21029,0,0
18345,1706301069.872000,4,5,0,40,2,0,128,6,39689,10.0.2.15,10.0.2.15,50388,443,4140692913,2103466679,5,0,-1,1,1022,2194,0,0
210,1706301069.909000,4,5,0,80,-1,0,128,17,8622,10.0.2.15,10.0.2.15,57963,53,,,,,,0,,,,0
211,1706301069.929000,4,5,0,96,-1,0,128,17,8605,10.0.2.15,10.0.2.15,53,57963,,,,,,0,,,,0
18346,1706301069.929000,4,5,0,52,2,0,128,6,58511,10.0.2.15,192.0.2.123,50389,443,1164045689,0,8,0,-1,1,64240,44073,0,0
18346,1706301069.929000,4,5,0,52,2,0,128,6,39676,10.0.2.15,10.0.2.15,50389,443,1164045689,0,8,0,-1,1,64240,25238,0,0
212,1706301069.929000,4,5,0,52,2,0,128,6,57810,10.0.2.15,10.0.2.15,443,50389,2530771463,1164045690,8,0,-1,1,65535,19058,0,0
212,1706301069.929000,4,5,0,52,2,0,128,6,11110,192.0.2.123,10.0.2.15,443,50389,2530771463,1164045690,8,0,-1,1,65535,37893,0,0
18347,1706301069.929000,4,5,0,40,2,0,128,6,58522,10.0.2.15,192.0.2.123,50389,443,1164045690,2530771464,5,0,-1,1,1026,51962,0,0
18347,1706301069.929000,4,5,0,40,2,0,128,6,39687,10.0.2.15,10.0.2.15,50389,443,1164045690,2530771464,5,0,-1,1,1026,33127,0,0
18348,1706301069.960000,4,5,0,259,2,0,128,6,58302,10.0.2.15,192.0.2.123,50389,443,1164045690,2530771464,5,0,1,1,1026,22581,0,1
18348,1706301069.960000,4,5,0,259,2,0,128,6,39467,10.0.2.15,10.0.2.15,50389,443,1164045690,2530771464,5,0,1,1,1026,3746,0,1
213,1706301069.960000,4,5,0,40,2,0,128,6,57821,10.0.2.15,10.0.2.15,443,50389,2530771464,1164045909,5,0,-1,1,1025,32909,0,0
213,1706301069.960000,4,5,0,40,2,0,128,6,11121,192.0.2.123,10.0.2.15,443,50389,2530771464,1164045909,5,0,-1,1,1025,51744,0,0
214,1706301070.022000,4,5,0,889,2,0,128,6,56971,10.0.2.15,10.0.2.15,443,50389,2530771464,1164045909,5,0,1,1,1025,11357,0,1
214,1706301070.022000,4,5,0,889,2,0,128,6,10271,192.0.2.123,10.0.2.15,443,50389,2530771464,1164045909,5,0,1,1,1025,30192,0,1
18349,1706301070.022000,4,5,0,358,2,0,128,6,58202,10.0.2.15,192.0.2.123,50389,443,1164045909,2530772313,5,0,1,1,1023,4489,0,1
18349,1706301070.022000,4,5,0,358,2,0,128,6,39367,10.0.2.15,10.0.2.15,50389,443,1164045909,2530772313,5,0,1,1,1023,51189,0,1
215,1706301070.022000,4,5,0,40,2,0,128,6,57819,10.0.2.15,10.0.2.15,443,50389,2530772313,1164046227,5,0,-1,1,1024,31743,0,0
215,1706301070.022000,4,5,0,40,2,0,128,6,11119,192.0.2.123,10.0.2.15,443,50389,2530772313,1164046227,5,0,-1,1,1024,50578,0,0
216,1706301070.022000,4,5,0,314,2,0,128,6,57544,10.0.2.15,10.0.2.15,443,50389,2530772313,1164046227,5,0,1,1,1024,36334,0,1
216,1706301070.022000,4,5,0,314,2,0,128,6,10844,192.0.2.123,10.0.2.15,443,50389,2530772313,1164046227,5,0,1,1,1024,55169,0,1
