P_ID,Timestamp,Version,Ihl,Tos,Len,Flags,Frag,Ttl,Proto,Chksum,Src,Dst,Sport,Dport,Seq,Ack,Dataofs,Reserved,Tflags,Tproto,Window,Tchksum,Urgptr,Label
18410,1706301362.551000,4,5,0,40,2,0,128,6,58459,10.0.2.15,192.0.2.123,50398,443,86756227,3815389137,5,0,-1,1,1020,10953,0,0
18410,1706301362.551000,4,5,0,40,2,0,128,6,39624,10.0.2.15,10.0.2.15,50398,443,86756227,3815389137,5,0,-1,1,1020,57653,0,0
297,1706301362.551000,4,5,0,40,2,0,128,6,57737,10.0.2.15,10.0.2.15,443,50398,3815389137,86756228,5,0,-1,1,1025,57648,0,0
297,1706301362.551000,4,5,0,40,2,0,128,6,11037,192.0.2.123,10.0.2.15,443,50398,3815389137,86756228,5,0,-1,1,1025,10948,0,0
298,1706301362.551000,4,5,0,40,2,0,128,6,57736,10.0.2.15,10.0.2.15,443,50398,3815389137,86756228,5,0,-1,1,1025,57647,0,0
298,1706301362.635000,4,5,0,40,2,0,128,6,11036,192.0.2.123,10.0.2.15,443,50398,3815389137,86756228,5,0,-1,1,1025,10947,0,0
18411,1706301362.644000,4,5,0,40,2,0,128,6,58458,10.0.2.15,192.0.2.123,50398,443,86756228,3815389138,5,0,-1,1,1020,10952,0,0
18411,1706301362.644000,4,5,0,40,2,0,128,6,39623,10.0.2.15,10.0.2.15,50398,443,86756228,3815389138,5,0,-1,1,1020,57652,0,0
299,1706301371.795000,4,5,0,57,-1,0,128,17,8556,10.0.2.15,10.0.2.15,59100,53,,,,,,0,,,,0
300,1706301371.846000,4,5,0,73,-1,0,128,17,8539,10.0.2.15,10.0.2.15,53,59100,,,,,,0,,,,0
18412,1706301371.846000,4,5,0,52,2,0,128,6,58445,10.0.2.15,192.0.2.123,50399,443,143905991,0,8,0,-1,1,65535,64656,0,0
18412,1706301371.909000,4,5,0,52,2,0,128,6,39610,10.0.2.15,10.0.2.15,50399,443,143905991,0,8,0,-1,1,65535,45821,0,0
301,1706301371.955000,4,5,0,52,2,0,128,6,57721,10.0.2.15,10.0.2.15,443,50399,3316915217,143905992,8,0,-1,1,65535,55042,0,0
301,1706301371.955000,4,5,0,52,2,0,128,6,11021,192.0.2.123,10.0.2.15,443,50399,3316915217,143905992,8,0,-1,1,65535,8342,0,0
18413,1706301371.955000,4,5,0,40,2,0,128,6,58456,10.0.2.15,192.0.2.123,50399,443,143905992,3316915218,5,0,-1,1,1024,22413,0,0
18413,1706301371.955000,4,5,0,40,2,0,128,6,39621,10.0.2.15,10.0.2.15,50399,443,143905992,3316915218,5,0,-1,1,1024,3578,0,0
18414,1706301371.955000,4,5,0,236,2,0,128,6,58259,10.0.2.15,192.0.2.123,50399,443,143905992,3316915218,5,0,1,1,1024,36114,0,1
18414,1706301371.955000,4,5,0,236,2,0,128,6,39424,10.0.2.15,10.0.2.15,50399,443,143905992,3316915218,5,0,1,1,1024,17279,0,1
302,1706301371.955000,4,5,0,40,2,0,128,6,57732,10.0.2.15,10.0.2.15,443,50399,3316915218,143906188,5,0,-1,1,1025,3381,0,0
302,1706301371.955000,4,5,0,40,2,0,128,6,11032,192.0.2.123,10.0.2.15,443,50399,3316915218,143906188,5,0,-1,1,1025,22216,0,0
303,1706301371.955000,4,5,0,889,2,0,128,6,56882,10.0.2.15,10.0.2.15,443,50399,3316915218,143906188,5,0,1,1,1025,9495,0,1
303,1706301371.955000,4,5,0,889,2,0,128,6,10182,192.0.2.123,10.0.2.15,443,50399,3316915218,143906188,5,0,1,1,1025,28330,0,1
18415,1706301371.955000,4,5,0,40,2,0,128,6,58454,10.0.2.15,192.0.2.123,50399,443,143906188,3316916067,5,0,-1,1,1020,21372,0,0
18415,1706301371.955000,4,5,0,40,2,0,128,6,39619,10.0.2.15,10.0.2.15,50399,443,143906188,3316916067,5,0,-1,1,1020,2537,0,0
18416,1706301372.018000,4,5,0,40,2,0,128,6,58453,10.0.2.15,192.0.2.123,50399,443,143906188,3316916067,5,0,-1,1,1020,21371,0,0
18416,1706301372.018000,4,5,0,40,2,0,128,6,39618,10.0.2.15,10.0.2.15,50399,443,143906188,3316916067,5,0,-1,1,1020,2536,0,0
304,1706301372.018000,4,5,0,40,2,0,128,6,57730,10.0.2.15,10.0.2.15,443,50399,3316916067,143906189,5,0,-1,1,1025,2531,0,0
304,1706301372.018000,4,5,0,40,2,0,128,6,11030,192.0.2.123,10.0.2.15,443,50399,3316916067,143906189,5,0,-1,1,1025,21366,0,0
305,1706301372.018000,4,5,0,40,2,0,128,6,57729,10.0.2.15,10.0.2.15,443,50399,3316916067,143906189,5,0,-1,1,1025,2530,0,0
305,1706301372.018000,4,5,0,40,2,0,128,6,11029,192.0.2.123,10.0.2.15,443,50399,3316916067,143906189,5,0,-1,1,1025,21365,0,0
18417,1706301372.018000,4,5,0,40,2,0,128,6,58452,10.0.2.15,192.0.2.123,50399,443,143906189,3316916068,5,0,-1,1,1020,21370,0,0
18417,1706301372.018000,4,5,0,40,2,0,128,6,39617,10.0.2.15,10.0.2.15,50399,443,143906189,3316916068,5,0,-1,1,1020,2535,0,0
306,1706301391.449000,4,5,0,60,-1,0,128,17,8546,10.0.2.15,10.0.2.15,50237,53,,,,,,0,,,,0
307,1706301391.596000,4,5,0,76,-1,0,128,17,8529,10.0.2.15,10.0.2.15,53,50237,,,,,,0,,,,0
18418,1706301391.714000,4,5,0,52,2,0,128,6,58439,10.0.2.15,192.0.2.123,50400,443,620718990,0,8,0,-1,1,64240,20076,0,0
18418,1706301391.735000,4,5,0,52,2,0,128,6,39604,10.0.2.15,10.0.2.15,50400,443,620718990,0,8,0,-1,1,64240,1241,0,0
308,1706301391.768000,4,5,0,52,2,0,128,6,57714,10.0.2.15,10.0.2.15,443,50400,3513003595,620718991,8,0,-1,1,65535,1509,0,0
308,1706301391.768000,4,5,0,52,2,0,128,6,11014,192.0.2.123,10.0.2.15,443,50400,3513003595,620718991,8,0,-1,1,65535,20344,0,0
18419,1706301391.778000,4,5,0,40,2,0,128,6,58450,10.0.2.15,192.0.2.123,50400,443,620718991,3513003596,5,0,-1,1,1026,34413,0,0
18419,1706301391.778000,4,5,0,40,2,0,128,6,39615,10.0.2.15,10.0.2.15,50400,443,620718991,3513003596,5,0,-1,1,1026,15578,0,0
18420,1706301391.800000,4,5,0,239,2,0,128,6,58250,10.0.2.15,192.0.2.123,50400,443,620718991,3513003596,5,0,1,1,1026,46243,0,1
18420,1706301391.800000,4,5,0,239,2,0,128,6,39415,10.0.2.15,10.0.2.15,50400,443,620718991,3513003596,5,0,1,1,1026,27408,0,1
309,1706301391.824000,4,5,0,40,2,0,128,6,57725,10.0.2.15,10.0.2.15,443,50400,3513003596,620719190,5,0,-1,1,1025,15380,0,0
309,1706301391.824000,4,5,0,40,2,0,128,6,11025,192.0.2.123,10.0.2.15,443,50400,3513003596,620719190,5,0,-1,1,1025,34215,0,0
310,1706301391.824000,4,5,0,889,2,0,128,6,56875,10.0.2.15,10.0.2.15,443,50400,3513003596,620719190,5,0,1,1,1025,32576,0,1
310,1706301391.824000,4,5,0,889,2,0,128,6,10175,192.0.2.123,10.0.2.15,443,50400,3513003596,620719190,5,0,1,1,1025,51411,0,1
18421,1706301391.913000,4,5,0,40,2,0,128,6,58448,10.0.2.15,192.0.2.123,50400,443,620719190,3513004445,5,0,-1,1,1023,33368,0,0
18421,1706301391.913000,4,5,0,40,2,0,128,6,39613,10.0.2.15,10.0.2.15,50400,443,620719190,3513004445,5,0,-1,1,1023,14533,0,0
18422,1706301391.982000,4,5,0,40,2,0,128,6,58447,10.0.2.15,192.0.2.123,50400,443,620719190,3513004445,5,0,-1,1,1023,33367,0,0
18422,1706301391.982000,4,5,0,40,2,0,128,6,39612,10.0.2.15,10.0.2.15,50400,443,620719190,3513004445,5,0,-1,1,1023,14532,0,0
311,1706301391.982000,4,5,0,40,2,0,128,6,57723,10.0.2.15,10.0.2.15,443,50400,3513004445,620719191,5,0,-1,1,1025,14530,0,0
311,1706301391.982000,4,5,0,40,2,0,128,6,11023,192.0.2.123,10.0.2.15,443,50400,3513004445,620719191,5,0,-1,1,1025,33365,0,0
312,1706301391.982000,4,5,0,40,2,0,128,6,57722,10.0.2.15,10.0.2.15,443,50400,3513004445,620719191,5,0,-1,1,1025,14529,0,0
312,1706301391.982000,4,5,0,40,2,0,128,6,11022,192.0.2.123,10.0.2.15,443,50400,3513004445,620719191,5,0,-1,1,1025,33364,0,0
18423,1706301392.044000,4,5,0,40,2,0,128,6,58446,10.0.2.15,192.0.2.123,50400,443,620719191,3513004446,5,0,-1,1,1023,33366,0,0
18423,1706301392.044000,4,5,0,40,2,0,128,6,39611,10.0.2.15,10.0.2.15,50400,443,620719191,3513004446,5,0,-1,1,1023,14531,0,0
18424,1706301393.790000,4,5,0,52,2,0,128,6,58433,10.0.2.15,192.0.2.123,50401,443,2670503972,0,8,0,-1,1,64240,38823,0,0
18424,1706301393.790000,4,5,0,52,2,0,128,6,39598,10.0.2.15,10.0.2.15,50401,443,2670503972,0,8,0,-1,1,64240,19988,0,0
313,1706301393.790000,4,5,0,52,2,0,128,6,57709,10.0.2.15,10.0.2.15,443,50401,183317420,2670503973,8,0,-1,1,65535,4151,0,0
313,1706301393.790000,4,5,0,52,2,0,128,6,11009,192.0.2.123,10.0.2.15,443,50401,183317420,2670503973,8,0,-1,1,65535,22986,0,0
18425,1706301393.790000,4,5,0,40,2,0,128,6,58444,10.0.2.15,192.0.2.123,50401,443,2670503973,183317421,5,0,-1,1,1026,37055,0,0
18425,1706301393.790000,4,5,0,40,2,0,128,6,39609,10.0.2.15,10.0.2.15,50401,443,2670503973,183317421,5,0,-1,1,1026,18220,0,0
18426,1706301393.790000,4,5,0,239,2,0,128,6,58244,10.0.2.15,192.0.2.123,50401,443,2670503973,183317421,5,0,1,1,1026,23374,0,1
18426,1706301393.790000,4,5,0,239,2,0,128,6,39409,10.0.2.15,10.0.2.15,50401,443,2670503973,183317421,5,0,1,1,1026,4539,0,1
314,1706301393.790000,4,5,0,40,2,0,128,6,57720,10.0.2.15,10.0.2.15,443,50401,183317421,2670504172,5,0,-1,1,1025,18022,0,0
314,1706301393.790000,4,5,0,40,2,0,128,6,11020,192.0.2.123,10.0.2.15,443,50401,183317421,2670504172,5,0,-1,1,1025,36857,0,0
315,1706301393.790000,4,5,0,889,2,0,128,6,56870,10.0.2.15,10.0.2.15,443,50401,183317421,2670504172,5,0,1,1,1025,34791,0,1
315,1706301393.790000,4,5,0,889,2,0,128,6,10170,192.0.2.123,10.0.2.15,443,50401,183317421,2670504172,5,0,1,1,1025,53626,0,1
18427,1706301393.790000,4,5,0,40,2,0,128,6,58442,10.0.2.15,192.0.2.123,50401,443,2670504172,183318270,5,0,-1,1,1023,36009,0,0
18427,1706301393.790000,4,5,0,40,2,0,128,6,39607,10.0.2.15,10.0.2.15,50401,443,2670504172,183318270,5,0,-1,1,1023,17174,0,0
316,1706301393.819000,4,5,0,40,2,0,128,6,57718,10.0.2.15,10.0.2.15,443,50401,183318270,2670504173,5,0,-1,1,1025,17172,0,0
316,1706301393.819000,4,5,0,40,2,0,128,6,11018,192.0.2.123,10.0.2.15,443,50401,183318270,2670504173,5,0,-1,1,1025,36007,0,0
317,1706301393.819000,4,5,0,40,2,0,128,6,57717,10.0.2.15,10.0.2.15,443,50401,183318270,2670504173,5,0,-1,1,1025,17171,0,0
317,1706301393.819000,4,5,0,40,2,0,128,6,11017,192.0.2.123,10.0.2.15,443,50401,183318270,2670504173,5,0,-1,1,1025,36006,0,0
18428,1706301393.819000,4,5,0,40,2,0,128,6,58441,10.0.2.15,192.0.2.123,50401,443,2670504173,183318271,5,0,-1,1,1023,36008,0,0
18428,1706301393.819000,4,5,0,40,2,0,128,6,39606,10.0.2.15,10.0.2.15,50401,443,2670504173,183318271,5,0,-1,1,1023,17173,0,0
18429,1706301395.636000,4,5,0,52,2,0,128,6,58428,10.0.2.15,192.0.2.123,50402,443,1922548122,0,8,0,-1,1,64240,43717,0,0
18429,1706301395.636000,4,5,0,52,2,0,128,6,39593,10.0.2.15,10.0.2.15,50402,443,1922548122,0,8,0,-1,1,64240,24882,0,0
318,1706301395.650000,4,5,0,52,2,0,128,6,57704,10.0.2.15,10.0.2.15,443,50402,1686296092,1922548123,8,0,-1,1,65535,10063,0,0
318,1706301395.650000,4,5,0,52,2,0,128,6,11004,192.0.2.123,10.0.2.15,443,50402,1686296092,1922548123,8,0,-1,1,65535,28898,0,0
18430,1706301395.650000,4,5,0,40,2,0,128,6,58439,10.0.2.15,192.0.2.123,50402,443,1922548123,1686296093,5,0,-1,1,1026,42967,0,0
18430,1706301395.650000,4,5,0,40,2,0,128,6,39604,10.0.2.15,10.0.2.15,50402,443,1922548123,1686296093,5,0,-1,1,1026,24132,0,0
18431,1706301395.696000,4,5,0,239,2,0,128,6,58239,10.0.2.15,192.0.2.123,50402,443,1922548123,1686296093,5,0,1,1,1026,16028,0,1
18431,1706301395.696000,4,5,0,239,2,0,128,6,39404,10.0.2.15,10.0.2.15,50402,443,1922548123,1686296093,5,0,1,1,1026,62728,0,1
319,1706301395.696000,4,5,0,40,2,0,128,6,57715,10.0.2.15,10.0.2.15,443,50402,1686296093,1922548322,5,0,-1,1,1025,23934,0,0
319,1706301395.696000,4,5,0,40,2,0,128,6,11015,192.0.2.123,10.0.2.15,443,50402,1686296093,1922548322,5,0,-1,1,1025,42769,0,0
320,1706301395.696000,4,5,0,889,2,0,128,6,56865,10.0.2.15,10.0.2.15,443,50402,1686296093,1922548322,5,0,1,1,1025,33669,0,1
320,1706301395.696000,4,5,0,889,2,0,128,6,10165,192.0.2.123,10.0.2.15,443,50402,1686296093,1922548322,5,0,1,1,1025,52504,0,1
18432,1706301395.738000,4,5,0,40,2,0,128,6,58437,10.0.2.15,192.0.2.123,50402,443,1922548322,1686296942,5,0,-1,1,1023,41921,0,0
18432,1706301395.738000,4,5,0,40,2,0,128,6,39602,10.0.2.15,10.0.2.15,50402,443,1922548322,1686296942,5,0,-1,1,1023,23086,0,0
321,1706301395.738000,4,5,0,40,2,0,128,6,57713,10.0.2.15,10.0.2.15,443,50402,1686296942,1922548323,5,0,-1,1,1025,23084,0,0
321,1706301395.738000,4,5,0,40,2,0,128,6,11013,192.0.2.123,10.0.2.15,443,50402,1686296942,1922548323,5,0,-1,1,1025,41919,0,0
322,1706301395.738000,4,5,0,40,2,0,128,6,57712,10.0.2.15,10.0.2.15,443,50402,1686296942,1922548323,5,0,-1,1,1025,23083,0,0
322,1706301395.738000,4,5,0,40,2,0,128,6,11012,192.0.2.123,10.0.2.15,443,50402,1686296942,1922548323,5,0,-1,1,1025,41918,0,0
18433,1706301395.738000,4,5,0,40,2,0,128,6,58436,10.0.2.15,192.0.2.123,50402,443,1922548323,1686296943,5,0,-1,1,1023,41920,0,0
18433,1706301395.738000,4,5,0,40,2,0,128,6,39601,10.0.2.15,10.0.2.15,50402,443,1922548323,1686296943,5,0,-1,1,1023,23085,0,0
18434,1706301397.632000,4,5,0,52,2,0,128,6,58423,10.0.2.15,192.0.2.123,50403,443,2723935099,0,8,0,-1,1,64240,18719,0,0
18434,1706301397.632000,4,5,0,52,2,0,128,6,39588,10.0.2.15,10.0.2.15,50403,443,2723935099,0,8,0,-1,1,64240,65419,0,0
323,1706301397.632000,4,5,0,52,2,0,128,6,57699,10.0.2.15,10.0.2.15,443,50403,372119220,2723935100,8,0,-1,1,65535,54117,0,0
323,1706301397.632000,4,5,0,52,2,0,128,6,10999,192.0.2.123,10.0.2.15,443,50403,372119220,2723935100,8,0,-1,1,65535,7417,0,0
18435,1706301397.661000,4,5,0,40,2,0,128,6,58434,10.0.2.15,192.0.2.123,50403,443,2723935100,372119221,5,0,-1,1,1026,21486,0,0
18435,1706301397.661000,4,5,0,40,2,0,128,6,39599,10.0.2.15,10.0.2.15,50403,443,2723935100,372119221,5,0,-1,1,1026,2651,0,0
18436,1706301397.682000,4,5,0,239,2,0,128,6,58234,10.0.2.15,192.0.2.123,50403,443,2723935100,372119221,5,0,1,1,1026,33934,0,1
18436,1706301397.682000,4,5,0,239,2,0,128,6,39399,10.0.2.15,10.0.2.15,50403,443,2723935100,372119221,5,0,1,1,1026,15099,0,1
324,1706301397.682000,4,5,0,40,2,0,128,6,57710,10.0.2.15,10.0.2.15,443,50403,372119221,2723935299,5,0,-1,1,1025,2453,0,0
324,1706301397.682000,4,5,0,40,2,0,128,6,11010,192.0.2.123,10.0.2.15,443,50403,372119221,2723935299,5,0,-1,1,1025,21288,0,0
325,1706301397.682000,4,5,0,889,2,0,128,6,56860,10.0.2.15,10.0.2.15,443,50403,372119221,2723935299,5,0,1,1,1025,50540,0,1
325,1706301397.682000,4,5,0,889,2,0,128,6,10160,192.0.2.123,10.0.2.15,443,50403,372119221,2723935299,5,0,1,1,1025,3840,0,1
18437,1706301397.682000,4,5,0,40,2,0,128,6,58432,10.0.2.15,192.0.2.123,50403,443,2723935299,372120070,5,0,-1,1,1023,20440,0,0
18437,1706301397.682000,4,5,0,40,2,0,128,6,39597,10.0.2.15,10.0.2.15,50403,443,2723935299,372120070,5,0,-1,1,1023,1605,0,0
326,1706301397.682000,4,5,0,40,2,0,128,6,57708,10.0.2.15,10.0.2.15,443,50403,372120070,2723935300,5,0,-1,1,1025,1603,0,0
326,1706301397.682000,4,5,0,40,2,0,128,6,11008,192.0.2.123,10.0.2.15,443,50403,372120070,2723935300,5,0,-1,1,1025,20438,0,0
327,1706301397.682000,4,5,0,40,2,0,128,6,57707,10.0.2.15,10.0.2.15,443,50403,372120070,2723935300,5,0,-1,1,1025,1602,0,0
327,1706301397.682000,4,5,0,40,2,0,128,6,11007,192.0.2.123,10.0.2.15,443,50403,372120070,2723935300,5,0,-1,1,1025,20437,0,0
18438,1706301397.682000,4,5,0,40,2,0,128,6,58431,10.0.2.15,192.0.2.123,50403,443,2723935300,372120071,5,0,-1,1,1023,20439,0,0
18438,1706301397.682000,4,5,0,40,2,0,128,6,39596,10.0.2.15,10.0.2.15,50403,443,2723935300,372120071,5,0,-1,1,1023,1604,0,0
7140,1706301477.140000,4,5,0,203,-1,0,1,17,41269,10.0.2.15,239.255.255.250,50238,1900,,,,,,0,,,,1
7140,1706301477.140000,4,5,0,203,-1,0,1,17,41269,10.0.2.15,239.255.255.250,50238,1900,,,,,,0,,,,1
7141,1706301478.160000,4,5,0,203,-1,0,1,17,41268,10.0.2.15,239.255.255.250,50238,1900,,,,,,0,,,,1
7141,1706301478.160000,4,5,0,203,-1,0,1,17,41268,10.0.2.15,239.255.255.250,50238,1900,,,,,,0,,,,1
7142,1706301479.147000,4,5,0,203,-1,0,1,17,41267,10.0.2.15,239.255.255.250,50238,1900,,,,,,0,,,,1
7142,1706301479.147000,4,5,0,203,-1,0,1,17,41267,10.0.2.15,239.255.255.250,50238,1900,,,,,,0,,,,1
7143,1706301480.070000,4,5,0,203,-1,0,1,17,41266,10.0.2.15,239.255.255.250,50238,1900,,,,,,0,,,,1
7143,1706301480.070000,4,5,0,203,-1,0,1,17,41266,10.0.2.15,239.255.255.250,50238,1900,,,,,,0,,,,1
328,1706301481.512000,4,5,0,82,-1,0,128,17,8502,10.0.2.15,10.0.2.15,51620,53,,,,,,0,,,,0
329,1706301481.628000,4,5,0,98,-1,0,128,17,8485,10.0.2.15,10.0.2.15,53,51620,,,,,,0,,,,0
18439,1706301481.628000,4,5,0,52,2,0,128,6,58418,10.0.2.15,192.0.2.123,50404,443,3968359531,0,8,0,-1,1,64240,38401,0,0
18439,1706301481.696000,4,5,0,52,2,0,128,6,39583,10.0.2.15,10.0.2.15,50404,443,3968359531,0,8,0,-1,1,64240,19566,0,0
330,1706301481.696000,4,5,0,52,2,0,128,6,57692,10.0.2.15,10.0.2.15,443,50404,821380964,3968359532,8,0,-1,1,65535,54480,0,0
330,1706301481.696000,4,5,0,52,2,0,128,6,10992,192.0.2.123,10.0.2.15,443,50404,821380964,3968359532,8,0,-1,1,65535,7780,0,0
18440,1706301481.696000,4,5,0,40,2,0,128,6,58429,10.0.2.15,192.0.2.123,50404,443,3968359532,821380965,5,0,-1,1,1026,21849,0,0
18440,1706301481.696000,4,5,0,40,2,0,128,6,39594,10.0.2.15,10.0.2.15,50404,443,3968359532,821380965,5,0,-1,1,1026,3014,0,0
18441,1706301481.696000,4,5,0,261,2,0,128,6,58207,10.0.2.15,192.0.2.123,50404,443,3968359532,821380965,5,0,1,1,1026,60451,0,1
18441,1706301481.731000,4,5,0,261,2,0,128,6,39372,10.0.2.15,10.0.2.15,50404,443,3968359532,821380965,5,0,1,1,1026,41616,0,1
331,1706301481.731000,4,5,0,40,2,0,128,6,57703,10.0.2.15,10.0.2.15,443,50404,821380965,3968359753,5,0,-1,1,1025,2794,0,0
331,1706301481.748000,4,5,0,40,2,0,128,6,11003,192.0.2.123,10.0.2.15,443,50404,821380965,3968359753,5,0,-1,1,1025,21629,0,0
332,1706301481.748000,4,5,0,889,2,0,128,6,56853,10.0.2.15,10.0.2.15,443,50404,821380965,3968359753,5,0,1,1,1025,18787,0,1
332,1706301481.748000,4,5,0,889,2,0,128,6,10153,192.0.2.123,10.0.2.15,443,50404,821380965,3968359753,5,0,1,1,1025,37622,0,1
18442,1706301481.748000,4,5,0,358,2,0,128,6,58109,10.0.2.15,192.0.2.123,50404,443,3968359753,821381814,5,0,1,1,1023,40831,0,1
18442,1706301481.748000,4,5,0,358,2,0,128,6,39274,10.0.2.15,10.0.2.15,50404,443,3968359753,821381814,5,0,1,1,1023,21996,0,1
333,1706301481.748000,4,5,0,40,2,0,128,6,57701,10.0.2.15,10.0.2.15,443,50404,821381814,3968360071,5,0,-1,1,1024,1628,0,0
333,1706301481.802000,4,5,0,40,2,0,128,6,11001,192.0.2.123,10.0.2.15,443,50404,821381814,3968360071,5,0,-1,1,1024,20463,0,0
334,1706301481.802000,4,5,0,314,2,0,128,6,57426,10.0.2.15,10.0.2.15,443,50404,821381814,3968360071,5,0,1,1,1024,37333,0,1
334,1706301481.802000,4,5,0,314,2,0,128,6,10726,192.0.2.123,10.0.2.15,443,50404,821381814,3968360071,5,0,1,1,1024,56168,0,1
18443,1706301481.802000,4,5,0,40,2,0,128,6,58426,10.0.2.15,192.0.2.123,50404,443,3968360071,821382088,5,0,-1,1,1022,20190,0,0
18443,1706301481.802000,4,5,0,40,2,0,128,6,39591,10.0.2.15,10.0.2.15,50404,443,3968360071,821382088,5,0,-1,1,1022,1355,0,0
335,1706301481.802000,4,5,0,40,2,0,128,6,57699,10.0.2.15,10.0.2.15,443,50404,821382088,3968360072,5,0,-1,1,1024,1353,0,0
335,1706301481.840000,4,5,0,40,2,0,128,6,10999,192.0.2.123,10.0.2.15,443,50404,821382088,3968360072,5,0,-1,1,1024,20188,0,0
336,1706301481.840000,4,5,0,40,2,0,128,6,57698,10.0.2.15,10.0.2.15,443,50404,821382088,3968360072,5,0,-1,1,1024,1352,0,0
336,1706301481.840000,4,5,0,40,2,0,128,6,10998,192.0.2.123,10.0.2.15,443,50404,821382088,3968360072,5,0,-1,1,1024,20187,0,0
18444,1706301481.840000,4,5,0,40,2,0,128,6,58425,10.0.2.15,192.0.2.123,50404,443,3968360072,821382089,5,0,-1,1,1022,20189,0,0
18444,1706301481.840000,4,5,0,40,2,0,128,6,39590,10.0.2.15,10.0.2.15,50404,443,3968360072,821382089,5,0,-1,1,1022,1354,0,0
337,1706301481.892000,4,5,0,81,-1,0,128,17,8494,10.0.2.15,10.0.2.15,60295,53,,,,,,0,,,,0
338,1706301481.970000,4,5,0,97,-1,0,128,17,8477,10.0.2.15,10.0.2.15,53,60295,,,,,,0,,,,0
18445,1706301481.970000,4,5,0,52,2,0,128,6,58412,10.0.2.15,192.0.2.123,50405,443,1558593948,0,8,0,-1,1,64240,16498,0,0
18445,1706301481.970000,4,5,0,52,2,0,128,6,39577,10.0.2.15,10.0.2.15,50405,443,1558593948,0,8,0,-1,1,64240,63198,0,0
339,1706301481.970000,4,5,0,52,2,0,128,6,57683,10.0.2.15,10.0.2.15,443,50405,1033007362,1558593949,8,0,-1,1,65535,18694,0,0
339,1706301481.970000,4,5,0,52,2,0,128,6,10983,192.0.2.123,10.0.2.15,443,50405,1033007362,1558593949,8,0,-1,1,65535,37529,0,0
18446,1706301481.970000,4,5,0,40,2,0,128,6,58423,10.0.2.15,192.0.2.123,50405,443,1558593949,1033007363,5,0,-1,1,1026,51598,0,0
18446,1706301481.970000,4,5,0,40,2,0,128,6,39588,10.0.2.15,10.0.2.15,50405,443,1558593949,1033007363,5,0,-1,1,1026,32763,0,0
18447,1706301481.970000,4,5,0,260,2,0,128,6,58202,10.0.2.15,192.0.2.123,50405,443,1558593949,1033007363,5,0,1,1,1026,7125,0,1
18447,1706301482.097000,4,5,0,260,2,0,128,6,39367,10.0.2.15,10.0.2.15,50405,443,1558593949,1033007363,5,0,1,1,1026,53825,0,1
340,1706301482.097000,4,5,0,40,2,0,128,6,57694,10.0.2.15,10.0.2.15,443,50405,1033007363,1558594169,5,0,-1,1,1025,32544,0,0
340,1706301482.097000,4,5,0,40,2,0,128,6,10994,192.0.2.123,10.0.2.15,443,50405,1033007363,1558594169,5,0,-1,1,1025,51379,0,0
341,1706301482.122000,4,5,0,889,2,0,128,6,56844,10.0.2.15,10.0.2.15,443,50405,1033007363,1558594169,5,0,1,1,1025,6548,0,1
341,1706301482.163000,4,5,0,889,2,0,128,6,10144,192.0.2.123,10.0.2.15,443,50405,1033007363,1558594169,5,0,1,1,1025,25383,0,1
18448,1706301482.163000,4,5,0,358,2,0,128,6,58103,10.0.2.15,192.0.2.123,50405,443,1558594169,1033008212,5,0,1,1,1023,7579,0,1
18448,1706301482.163000,4,5,0,358,2,0,128,6,39268,10.0.2.15,10.0.2.15,50405,443,1558594169,1033008212,5,0,1,1,1023,54279,0,1
342,1706301482.163000,4,5,0,40,2,0,128,6,57692,10.0.2.15,10.0.2.15,443,50405,1033008212,1558594487,5,0,-1,1,1024,31378,0,0
342,1706301482.163000,4,5,0,40,2,0,128,6,10992,192.0.2.123,10.0.2.15,443,50405,1033008212,1558594487,5,0,-1,1,1024,50213,0,0
343,1706301482.163000,4,5,0,314,2,0,128,6,57417,10.0.2.15,10.0.2.15,443,50405,1033008212,1558594487,5,0,1,1,1024,7001,0,1
343,1706301482.163000,4,5,0,314,2,0,128,6,10717,192.0.2.123,10.0.2.15,443,50405,1033008212,1558594487,5,0,1,1,1024,25836,0,1
18449,1706301482.186000,4,5,0,40,2,0,128,6,58420,10.0.2.15,192.0.2.123,50405,443,1558594487,1033008486,5,0,-1,1,1022,49940,0,0
18449,1706301482.186000,4,5,0,40,2,0,128,6,39585,10.0.2.15,10.0.2.15,50405,443,1558594487,1033008486,5,0,-1,1,1022,31105,0,0
344,1706301482.186000,4,5,0,40,2,0,128,6,57690,10.0.2.15,10.0.2.15,443,50405,1033008486,1558594488,5,0,-1,1,1024,31103,0,0
344,1706301482.186000,4,5,0,40,2,0,128,6,10990,192.0.2.123,10.0.2.15,443,50405,1033008486,1558594488,5,0,-1,1,1024,49938,0,0
345,1706301482.186000,4,5,0,40,2,0,128,6,57689,10.0.2.15,10.0.2.15,443,50405,1033008486,1558594488,5,0,-1,1,1024,31102,0,0
345,1706301482.186000,4,5,0,40,2,0,128,6,10989,192.0.2.123,10.0.2.15,443,50405,1033008486,1558594488,5,0,-1,1,1024,49937,0,0
18450,1706301482.186000,4,5,0,40,2,0,128,6,58419,10.0.2.15,192.0.2.123,50405,443,1558594488,1033008487,5,0,-1,1,1022,49939,0,0
18450,1706301482.186000,4,5,0,40,2,0,128,6,39584,10.0.2.15,10.0.2.15,50405,443,1558594488,1033008487,5,0,-1,1,1022,31104,0,0
